table_name,column_name,data_type,character_maximum_length,numeric_precision,numeric_scale,is_nullable,column_default,ordinal_position
"relative_risk_measure_prospectus_ca_openend","alpha20yr","text","","","","YES","","9"
"relative_risk_measure_prospectus_ca_openend","alpha3yr","text","","","","YES","","10"
"relative_risk_measure_prospectus_ca_openend","alpha5yr","text","","","","YES","","11"
"relative_risk_measure_prospectus_ca_openend","battingaverage10yr","text","","","","YES","","12"
"relative_risk_measure_prospectus_ca_openend","battingaverage15yr","text","","","","YES","","13"
"relative_risk_measure_prospectus_ca_openend","battingaverage1yr","text","","","","YES","","14"
"relative_risk_measure_prospectus_ca_openend","battingaverage20yr","text","","","","YES","","15"
"relative_risk_measure_prospectus_ca_openend","battingaverage3yr","text","","","","YES","","16"
"relative_risk_measure_prospectus_ca_openend","battingaverage5yr","text","","","","YES","","17"
"relative_risk_measure_prospectus_ca_openend","beta10yr","text","","","","YES","","18"
"relative_risk_measure_prospectus_ca_openend","beta15yr","text","","","","YES","","19"
"relative_risk_measure_prospectus_ca_openend","beta1yr","text","","","","YES","","20"
"relative_risk_measure_prospectus_ca_openend","beta20yr","text","","","","YES","","21"
"relative_risk_measure_prospectus_ca_openend","beta3yr","text","","","","YES","","22"
"relative_risk_measure_prospectus_ca_openend","beta5yr","text","","","","YES","","23"
"relative_risk_measure_prospectus_ca_openend","captureratiodownside10yr","text","","","","YES","","24"
"relative_risk_measure_prospectus_ca_openend","captureratiodownside15yr","text","","","","YES","","25"
"relative_risk_measure_prospectus_ca_openend","captureratiodownside1yr","text","","","","YES","","26"
"relative_risk_measure_prospectus_ca_openend","captureratiodownside20yr","text","","","","YES","","27"
"relative_risk_measure_prospectus_ca_openend","captureratiodownside3yr","text","","","","YES","","28"
"relative_risk_measure_prospectus_ca_openend","captureratiodownside5yr","text","","","","YES","","29"
"relative_risk_measure_prospectus_ca_openend","captureratioupside10yr","text","","","","YES","","30"
"relative_risk_measure_prospectus_ca_openend","captureratioupside15yr","text","","","","YES","","31"
"relative_risk_measure_prospectus_ca_openend","captureratioupside1yr","text","","","","YES","","32"
"relative_risk_measure_prospectus_ca_openend","captureratioupside20yr","text","","","","YES","","33"
"relative_risk_measure_prospectus_ca_openend","captureratioupside3yr","text","","","","YES","","34"
"relative_risk_measure_prospectus_ca_openend","captureratioupside5yr","text","","","","YES","","35"
"relative_risk_measure_prospectus_ca_openend","correlation10yr","text","","","","YES","","36"
"relative_risk_measure_prospectus_ca_openend","correlation15yr","text","","","","YES","","37"
"relative_risk_measure_prospectus_ca_openend","correlation1yr","text","","","","YES","","38"
"relative_risk_measure_prospectus_ca_openend","correlation20yr","text","","","","YES","","39"
"relative_risk_measure_prospectus_ca_openend","correlation3yr","text","","","","YES","","40"
"relative_risk_measure_prospectus_ca_openend","correlation5yr","text","","","","YES","","41"
"relative_risk_measure_prospectus_ca_openend","enddate","text","","","","YES","","42"
"relative_risk_measure_prospectus_ca_openend","indexid","text","","","","YES","","43"
"relative_risk_measure_prospectus_ca_openend","indexname","text","","","","YES","","44"
"relative_risk_measure_prospectus_ca_openend","informationratio10yr","text","","","","YES","","45"
"relative_risk_measure_prospectus_ca_openend","informationratio15yr","text","","","","YES","","46"
"relative_risk_measure_prospectus_ca_openend","informationratio1yr","text","","","","YES","","47"
"relative_risk_measure_prospectus_ca_openend","informationratio20yr","text","","","","YES","","48"
"relative_risk_measure_prospectus_ca_openend","informationratio3yr","text","","","","YES","","49"
"relative_risk_measure_prospectus_ca_openend","informationratio5yr","text","","","","YES","","50"
"relative_risk_measure_prospectus_ca_openend","rsquared10yr","text","","","","YES","","51"
"relative_risk_measure_prospectus_ca_openend","rsquared15yr","text","","","","YES","","52"
"relative_risk_measure_prospectus_ca_openend","rsquared1yr","text","","","","YES","","53"
"relative_risk_measure_prospectus_ca_openend","rsquared20yr","text","","","","YES","","54"
"relative_risk_measure_prospectus_ca_openend","rsquared3yr","text","","","","YES","","55"
"relative_risk_measure_prospectus_ca_openend","rsquared5yr","text","","","","YES","","56"
"relative_risk_measure_prospectus_ca_openend","trackingerror10yr","text","","","","YES","","57"
"relative_risk_measure_prospectus_ca_openend","trackingerror15yr","text","","","","YES","","58"
"relative_risk_measure_prospectus_ca_openend","trackingerror1yr","text","","","","YES","","59"
"relative_risk_measure_prospectus_ca_openend","trackingerror20yr","text","","","","YES","","60"
"relative_risk_measure_prospectus_ca_openend","trackingerror3yr","text","","","","YES","","61"
"relative_risk_measure_prospectus_ca_openend","trackingerror5yr","text","","","","YES","","62"
"relative_risk_measure_prospectus_ca_openend","treynorratio10yr","text","","","","YES","","63"
"relative_risk_measure_prospectus_ca_openend","treynorratio15yr","text","","","","YES","","64"
"relative_risk_measure_prospectus_ca_openend","treynorratio1yr","text","","","","YES","","65"
"relative_risk_measure_prospectus_ca_openend","treynorratio20yr","text","","","","YES","","66"
"relative_risk_measure_prospectus_ca_openend","treynorratio3yr","text","","","","YES","","67"
"relative_risk_measure_prospectus_ca_openend","treynorratio5yr","text","","","","YES","","68"
"relative_risk_measure_prospectus_ca_openend","_name","text","","","","YES","","69"
"relative_risk_measure_prospectus_ca_openend","_hashkey","numeric","","","","YES","","70"
"relative_risk_measure_prospectus_ca_openend","_runid","text","","","","YES","","71"
"relative_risk_measure_prospectus_ca_openend","_timestampfrom","timestamp with time zone","","","","YES","","72"
"relative_risk_measure_prospectus_ca_openend","_timestampto","timestamp with time zone","","","","YES","","73"
"risk_measure_ca_openend","data_inserted_at","timestamp without time zone","","","","NO","CURRENT_TIMESTAMP","1"
"risk_measure_ca_openend","status_code","numeric","","","","YES","","2"
"risk_measure_ca_openend","status_message","text","","","","YES","","3"
"risk_measure_ca_openend","_id","text","","","","YES","","4"
"risk_measure_ca_openend","_idtype","text","","","","YES","","5"
"risk_measure_ca_openend","enddate","text","","","","YES","","6"
"risk_measure_ca_openend","kurtosis10yr","text","","","","YES","","7"
"risk_measure_ca_openend","kurtosis15yr","text","","","","YES","","8"
"risk_measure_ca_openend","kurtosis1yr","text","","","","YES","","9"
"risk_measure_ca_openend","kurtosis20yr","text","","","","YES","","10"
"risk_measure_ca_openend","kurtosis3yr","text","","","","YES","","11"
"risk_measure_ca_openend","kurtosis5yr","text","","","","YES","","12"
"risk_measure_ca_openend","maxdrawdown10yr","text","","","","YES","","13"
"risk_measure_ca_openend","maxdrawdown15yr","text","","","","YES","","14"
"risk_measure_ca_openend","maxdrawdown1yr","text","","","","YES","","15"
"risk_measure_ca_openend","maxdrawdown20yr","text","","","","YES","","16"
"risk_measure_ca_openend","maxdrawdown3yr","text","","","","YES","","17"
"risk_measure_ca_openend","maxdrawdown5yr","text","","","","YES","","18"
"risk_measure_ca_openend","mean10yr","text","","","","YES","","19"
"risk_measure_ca_openend","mean15yr","text","","","","YES","","20"
"risk_measure_ca_openend","mean1yr","text","","","","YES","","21"
"risk_measure_ca_openend","mean20yr","text","","","","YES","","22"
"risk_measure_ca_openend","mean3yr","text","","","","YES","","23"
"risk_measure_ca_openend","mean5yr","text","","","","YES","","24"
"risk_measure_ca_openend","riskcurrency","text","","","","YES","","25"
"risk_measure_ca_openend","sharperatio10yr","text","","","","YES","","26"
"risk_measure_ca_openend","sharperatio15yr","text","","","","YES","","27"
"risk_measure_ca_openend","sharperatio1yr","text","","","","YES","","28"
"risk_measure_ca_openend","sharperatio20yr","text","","","","YES","","29"
"risk_measure_ca_openend","sharperatio3yr","text","","","","YES","","30"
"risk_measure_ca_openend","sharperatio5yr","text","","","","YES","","31"
"risk_measure_ca_openend","skewness10yr","text","","","","YES","","32"
"risk_measure_ca_openend","skewness15yr","text","","","","YES","","33"
"risk_measure_ca_openend","skewness1yr","text","","","","YES","","34"
"risk_measure_ca_openend","skewness20yr","text","","","","YES","","35"
"risk_measure_ca_openend","skewness3yr","text","","","","YES","","36"
"risk_measure_ca_openend","skewness5yr","text","","","","YES","","37"
"risk_measure_ca_openend","sortinoratio10yr","text","","","","YES","","38"
"risk_measure_ca_openend","sortinoratio15yr","text","","","","YES","","39"
"risk_measure_ca_openend","sortinoratio1yr","text","","","","YES","","40"
"risk_measure_ca_openend","sortinoratio20yr","text","","","","YES","","41"
"risk_measure_ca_openend","sortinoratio3yr","text","","","","YES","","42"
"risk_measure_ca_openend","sortinoratio5yr","text","","","","YES","","43"
"risk_measure_ca_openend","stddev10yr","text","","","","YES","","44"
"risk_measure_ca_openend","stddev15yr","text","","","","YES","","45"
"risk_measure_ca_openend","stddev1yr","text","","","","YES","","46"
"risk_measure_ca_openend","stddev20yr","text","","","","YES","","47"
"risk_measure_ca_openend","stddev3yr","text","","","","YES","","48"
"risk_measure_ca_openend","stddev5yr","text","","","","YES","","49"
"risk_measure_ca_openend","_name","text","","","","YES","","50"
"risk_measure_ca_openend","_hashkey","numeric","","","","YES","","51"
"risk_measure_ca_openend","_runid","text","","","","YES","","52"
"risk_measure_ca_openend","_timestampfrom","timestamp with time zone","","","","YES","","53"
"risk_measure_ca_openend","_timestampto","timestamp with time zone","","","","YES","","54"
